gene	chromosome	start	end
RNU7-121P	1	40189238	40189299
BMP8B	1	40222854	40254533
OXCT2	1	40235195	40237020
TRIT1	1	40306723	40349183
MYCL	1	40361098	40367928
MYCL-AS1	1	40363417	40364770
MFSD2A	1	40420802	40435638
CAP1	1	40505905	40538321
PPT1	1	40538379	40563375
OAZ1P1	1	40598436	40599120
RLF	1	40627045	40706593
RNU6-1237P	1	40643515	40643621
TMCO2	1	40711619	40717363
ZMPSTE24	1	40723779	40759856
COL9A2	1	40766159	40783488
SMAP2	1	40810522	40888998
ZFP69B	1	40915774	40929390
ZFP69	1	40942887	40962015
EXO5	1	40974413	40982228
ZNF684	1	40997233	41013841
GTF2F2P2	1	41059305	41060025
RIMS3	1	41086351	41131329
NFYC-AS1	1	41156052	41157738
NFYC	1	41157320	41237275
MIR30E	1	41220027	41220118
MIR30C1	1	41222956	41223044
KCNQ4	1	41249684	41306124
RN7SL326P	1	41270518	41270811
CITED4	1	41326729	41328018
UBE2V1P8	1	41407923	41408187
CTPS1	1	41445007	41478235
SLFNL1	1	41481269	41488909
SCMH1	1	41492872	41707826
RPL23AP17	1	41564310	41564808
FOXO6	1	41827594	41849262
FOXO6-AS1	1	41840676	41841341
RNA5SP45	1	41932608	41932699
EDN2	1	41944446	41950344
HIVEP3	1	41972036	42501596
HNRNPFP1	1	42506268	42507400
GUCA2B	1	42619092	42621495
GUCA2A	1	42628362	42630389
FOXJ3	1	42642210	42801548
RIMKLA	1	42846466	42888249
ZMYND12	1	42896000	42921938
PPCS	1	42921788	42939056
CCDC30	1	42929001	43120335
RPS3AP11	1	42957410	42958164
TMSB4XP1	1	42965876	42966067
RNU6-536P	1	43034704	43034810
PPIH	1	43124096	43142429
YBX1	1	43148098	43168020
CLDN19	1	43198764	43205925
P3H1	1	43212006	43232755
C1orf50	1	43232940	43263968
SVBP	1	43272723	43282954
ERMAP	1	43282795	43310660
ZNF691	1	43312280	43318148
MKRN8P	1	43356765	43358101
ATP6V1E1P1	1	43368903	43369583
SLC2A1	1	43391052	43424530
SLC2A1-AS1	1	43424720	43449029
RNU6-880P	1	43457109	43457215
FAM183A	1	43610824	43622067
EBNA1BP2	1	43629846	43736607
CFAP57	1	43637820	43720029
RNA5SP46	1	43662088	43662207
TMEM125	1	43735665	43739673
C1orf210	1	43747554	43751288
TIE1	1	43766664	43788779
MPL	1	43803478	43818443
CDC20	1	43824626	43828874
ELOVL1	1	43829068	43833696
MED8	1	43849588	43855479
MED8-AS1	1	43850784	43854826
SZT2	1	43855553	43918321
SZT2-AS1	1	43913447	43914315
HYI	1	43916824	43919660
HYI-AS1	1	43919598	43922666
PTPRF	1	43990858	44089343
KDM4A	1	44115829	44171186
KDM4A-AS1	1	44165436	44173809
ST3GAL3	1	44171495	44396831
ST3GAL3-AS1	1	44175063	44193014
SHMT1P1	1	44315972	44317283
ARTN	1	44398992	44402913
IPO13	1	44412611	44433694
DPH2	1	44435672	44439041
ATP6V0B	1	44440159	44443967
B4GALT2	1	44444615	44456840
CCDC24	1	44457031	44462200
SLC6A9	1	44457172	44497139
KRT8P47	1	44568978	44570375
RN7SL479P	1	44582772	44583069
KLF17	1	44584522	44600812
OOSP1P1	1	44620700	44620973
DMAP1	1	44679127	44686353
ERI3	1	44686742	44820932
ERI3-IT1	1	44709080	44709945
RNU6-369P	1	44856394	44856495
RNF220	1	44870866	45117396
MIR5584	1	45011165	45011224
TMEM53	1	45100910	45140227
ARMH1	1	45140364	45191263
RNU5F-1	1	45187458	45187574
RNU5D-1	1	45196727	45196842
KIF2C	1	45205490	45233439
RPS8	1	45240923	45244451
SNORD55	1	45241536	45241615
SNORD46	1	45242162	45242265
SNORD38A	1	45243515	45243584
SNORD38B	1	45244062	45244128
RPS15AP11	1	45245998	45246387
BEST4	1	45249257	45253377
PLK3	1	45265897	45271662
DYNLT4	1	45271585	45272957
BTBD19	1	45274154	45281257
PTCH2	1	45285516	45308735
RNU5E-6P	1	45285555	45285669
EIF2B3	1	45316450	45452282
RNA5SP47	1	45397995	45398103
CCNB1IP1P1	1	45424229	45425067
PPIAP35	1	45453906	45454397
MRPS17P1	1	45454377	45457506
HECTD3	1	45468212	45477001
UROD	1	45477819	45481247
ZSWIM5	1	45482071	45771881
OSTCP5	1	45535649	45536101
HPDL	1	45792545	45794347
MUTYH	1	45794835	45806142
TOE1	1	45805342	45809647
TESK2	1	45809555	45956872
PPIAP36	1	45880692	45881016
CCDC163	1	45959538	45965751
MMACHC	1	45965725	45976739
PRDX1	1	45976708	45988719
HMGB1P48	1	45996599	45997811
AKR1A1	1	46016215	46035721
NASP	1	46049518	46084566
CCDC17	1	46085716	46089729
GPBP1L1	1	46092976	46153785
RPS15AP10	1	46111488	46111869
TMEM69	1	46152886	46160115
IPP	1	46159996	46216322
MAST2	1	46252659	46501796
TMA16P2	1	46312666	46313266
PIK3R3	1	46505812	46642160
TSPAN1	1	46640745	46651630
P3R3URF	1	46641158	46642150
POMGNT1	1	46654354	46685977
LURAP1	1	46669006	46686933
RAD54L	1	46713360	46744145
LRRC41	1	46726868	46769280
UQCRH	1	46769303	46782448
NSUN4	1	46805849	46830824
FAAH	1	46859937	46879520
FAAHP1	1	46897801	46911193
LINC01398	1	46912345	46915376
DMBX1	1	46972668	46979898
MKNK1-AS1	1	47004368	47035927
KNCN	1	47011316	47017199
MKNK1	1	47023090	47082515
MOB3C	1	47073387	47082563
ATPAF1	1	47098409	47139539
EFCAB14	1	47124366	47184824
NENFP1	1	47131582	47132047
TEX38	1	47134527	47139266
EFCAB14-AS1	1	47139708	47157770
CYP4B1	1	47223510	47285085
CYP4Z2P	1	47308767	47366109
TUBAP8	1	47357311	47358502
CYP4A11	1	47394849	47407156
CYP4X1	1	47427036	47516423
CYP4A26P	1	47433351	47433546
CYP4A43P	1	47460054	47460174
CYP4A27P	1	47466570	47466759
CYP4A44P	1	47468667	47468820
CYP4Z1	1	47533160	47583991
TUBAP9	1	47540450	47541651
CYP4A22-AS1	1	47562325	47644943
CYP4A22	1	47603107	47615413
MTND1P34	1	47630182	47631592
LINC00853	1	47644922	47646011
PDZK1IP1	1	47649265	47656716
TAL1	1	47681962	47697892
STIL	1	47715811	47779819
CMPK1	1	47799469	47844511
LINC01389	1	47846600	47874149
FOXE3	1	47881744	47883723
FOXD2-AS1	1	47897805	47900313
FOXD2	1	47901689	47906363
RPL21P24	1	47963566	47964013
ATP6V0E1P4	1	48015868	48016425
LINC01738	1	48154135	48169055
TRABD2B	1	48226200	48462567
LINC02794	1	48519217	48532873
CYP46A4P	1	48555040	48555306
SKINT1L	1	48561764	48648100
SLC5A9	1	48688357	48714316
SPATA6	1	48761044	48937845
PPP1R8P1	1	48790752	48791795
RNU6-723P	1	48809881	48809987
RNU4-61P	1	48913608	48913714
AGBL4	1	48998527	50489585
BEND5	1	49193195	49242641
AGBL4-AS1	1	49723083	49734957
AGBL4-IT1	1	49839873	49937757
ZNF859P	1	50307493	50312072
MTND2P29	1	50482764	50483175
ELAVL4	1	50513686	50669458
ELAVL4-AS1	1	50639978	50641540
HMGB1P45	1	50864497	50865445
FCF1P6	1	50871102	50871696
DMRTA2	1	50883222	50889172
FAF1	1	50905150	51425935
FAF1-AS1	1	50927141	50936822
RNU6-1026P	1	51048076	51048183
PHBP12	1	51246012	51246822
MRPS6P2	1	51312140	51312509
CDKN2C	1	51426417	51440305
MIR4421	1	51525509	51525577
C1orf185	1	51567906	51613752
CFL1P2	1	51623460	51624143
LINC01562	1	51660767	51700768
RNF11	1	51701943	51739127
TTC39A	1	51752930	51810788
TTC39A-AS1	1	51795326	51800996
EPS15	1	51819935	51985000
RNU6-877P	1	51847980	51848086
EPS15-AS1	1	51983981	52027301
RNU6-1281P	1	52004297	52004401
CALR4P	1	52027538	52060569
OSBPL9	1	52042851	52254889
GAPDHP51	1	52172810	52173809
SLC25A6P3	1	52174734	52175612
NRDC	1	52254863	52344477
MIR761	1	52302013	52302082
TSEN15P2	1	52325450	52325807
RAB3B	1	52373628	52456436
RNA5SP48	1	52439082	52439207
RN7SL290P	1	52461412	52461709
TXNDC12	1	52485803	52521843
KTI12	1	52497775	52499488
TXNDC12-AS1	1	52516590	52518355
BTF3L4	1	52521797	52556388
ZFYVE9	1	52608046	52812358
RN7SL788P	1	52615777	52616089
PDCL3P6	1	52645520	52646225
DNAJC19P7	1	52717734	52718445
ANAPC10P1	1	52719293	52719848
CC2D1B	1	52811395	52831865
PLA2G12AP1	1	52834349	52834916
ORC1	1	52838501	52870131
PRPF38A	1	52870236	52886511
TUT4	1	52873954	53019159
EEF1GP7	1	53038786	53039488
GPX7	1	53068044	53074723
SHISAL2A	1	53099016	53135355
COA7	1	53152508	53164038
NDUFS5P3	1	53174794	53175114
RN7SL62P	1	53180071	53180365
ZYG11B	1	53192126	53293014
RNU2-30P	1	53219994	53220134
RPS13P2	1	53237866	53238320
RNU6-969P	1	53270780	53270884
ZYG11A	1	53308183	53360670
ECHDC2	1	53361656	53392884
SCP2	1	53392901	53517375
H3P2	1	53409208	53409602
RRAS2P1	1	53458868	53459374
TUBBP10	1	53460398	53461698
PODN	1	53527854	53551174
HIGD1AP11	1	53538782	53539061
SLC1A7	1	53552855	53608289
CPT2	1	53662101	53679869
CZIB	1	53679771	53686289
MAGOH	1	53692564	53704282
LRP8	1	53711217	53793742
LINC01771	1	53793905	53802181
LINC02812	1	53832340	53833917
SLC25A3P1	1	53878821	53905693
DMRTB1	1	53925072	53933161
GLIS1	1	53971910	54199877
RNU7-95P	1	54154422	54154485
NDC1	1	54231133	54304533
YIPF1	1	54317392	54356407
DIO1	1	54356912	54376759
HSPB11	1	54382247	54411602
LRRC42	1	54411750	54433841
HNRNPA3P12	1	54440642	54441704
LDLRAD1	1	54474412	54483856
TMEM59	1	54497347	54519177
TCEANC2	1	54519260	54578192
MIR4781	1	54519752	54519827
CDCP2	1	54598747	54619443
CYB5RL	1	54638009	54665709
MRPL37	1	54649714	54691137
SSBP3	1	54691105	54879152
SSBP3-AS1	1	54703710	54704736
LINC02784	1	54982085	54982932
HNRNPA1P63	1	55002469	55003431
ACOT11	1	55007930	55104865
FAM151A	1	55074855	55089229
MROH7-TTC4	1	55107459	55207981
MROH7	1	55107463	55175939
TTC4	1	55181495	55208330
PARS2	1	55222571	55230187
TTC22	1	55245385	55266940
LEXM	1	55271736	55307925
DHCR24	1	55315306	55352891
DHCR24-DT	1	55353236	55354523
TMEM61	1	55446465	55457966
BSND	1	55464606	55476556
PCSK9	1	55505221	55530525
USP24	1	55532032	55680786
MIR4422HG	1	55683534	55699850
GYG1P3	1	55688052	55689045
MIR4422	1	55691314	55691396
GOT2P1	1	55833139	55834447
MTCO2P34	1	55838383	55838989
RN7SKP291	1	55842199	55842525
RNU6-830P	1	55864187	55864293
LINC01753	1	56381282	56410636
PIGQP1	1	56404387	56404953
LINC01755	1	56410760	56415792
RPSAP20	1	56673239	56674128
LINC01767	1	56880635	56881638
PLPP3	1	56960419	57110974
RPL21P23	1	57004124	57004583
RPL23AP85	1	57051285	57051915
PRKAA2	1	57110995	57181008
FYB2	1	57184477	57285369
C8A	1	57320479	57383894
C8B	1	57394883	57431813
DAB1	1	57460451	59012406
RPS20P5	1	58071519	58071878
DAB1-AS1	1	58326204	58346577
HNRNPA1P6	1	58513847	58514963
RPS26P15	1	58521805	58522152
OMA1	1	58881056	59012474
RN7SL713P	1	59031301	59031604
TACSTD2	1	59041099	59043166
MYSM1	1	59120411	59165764
JUN	1	59246465	59249785
LINC01135	1	59250823	59365384
LINC02777	1	59348540	59362375
PHBP3	1	59465348	59466166
LINC01358	1	59522315	59553867
FGGY-DT	1	59597608	59664293
FGGY	1	59762310	60233347
MIR4711	1	60198899	60198968
HOOK1	1	60280458	60342050
CYP2J2	1	60358980	60392462
RN7SL475P	1	60440431	60440726
C1orf87	1	60452941	60539442
PGBD4P8	1	60563087	60563648
LINC02778	1	60580547	60615351
LINC01748	1	61005921	61106163
NFIA	1	61330931	61928465
NFIA-AS2	1	61405911	61436448
NFIA-AS1	1	61714617	61719182
TM2D1	1	62146718	62191095
PATJ-DT	1	62207670	62208096
PATJ	1	62208149	62629592
RNU6-414P	1	62282091	62282194
RNU6-1177P	1	62318171	62318274
LAMTOR5P1	1	62504514	62504783
RN7SL180P	1	62538120	62538411
MIR3116-1	1	62544458	62544531
PIGPP2	1	62654803	62655625
RPS15AP7	1	62656194	62656598
L1TD1	1	62660503	62678000
KANK4	1	62702651	62785085
RNU6-371P	1	62763821	62763928
USP1	1	62901968	62917475
DOCK7	1	62920399	63153969
ANGPTL3	1	63063158	63071830
ATG4C	1	63249806	63331184
LINC01739	1	63466168	63478142
RNA5SP49	1	63652007	63652121
LINC00466	1	63655660	63782902
RPSAP65	1	63727784	63728378
FOXD3-AS1	1	63786555	63790112
FOXD3	1	63788730	63790797
ALG6	1	63833261	63904233
ITGB3BP	1	63906441	64059392
EFCAB7	1	63989043	64038364
RN7SL488P	1	63995288	63995569
RNU7-123P	1	64002382	64002441
DLEU2L	1	64014588	64015405
PGM1	1	64058947	64125916
RN7SL130P	1	64121414	64121716
ROR1	1	64239693	64647181
CFL1P3	1	64308862	64309356
RNU6-809P	1	64494566	64494672
ROR1-AS1	1	64560125	64636980
UBE2U	1	64669310	64733051
RNU7-62P	1	64850081	64850142
CACHD1	1	64936428	65158741
MIR4794	1	65045530	65045606
RAVER2	1	65210778	65298915
JAK1	1	65298912	65432187
LINC01359	1	65437908	65468159
SLC2A3P2	1	65450291	65451770
RNU6-1176P	1	65488651	65488757
MIR3671	1	65523438	65523525
MIR101-1	1	65524117	65524191
MRPS21P1	1	65558075	65558297
AK4	1	65613232	65697828
RPS29P7	1	65620163	65620333
DNAJC6	1	65713902	65881552
COX6CP13	1	65764438	65764663
RNU2-15P	1	65881499	65881689
LEPR	1	65886248	66107242
LEPROT	1	65886270	65901690
RN7SL854P	1	66226743	66227035
PDE4B	1	66258197	66840259
PDE4B-AS1	1	66508183	66516401
RNU4-88P	1	66560144	66560229
SGIP1	1	66999066	67213982
MIR3117	1	67094123	67094200
DYNLT5	1	67218142	67244470
INSL5	1	67263424	67266939
DNAI4	1	67278568	67390570
MIER1	1	67390578	67454302
SLC35D1	1	67465015	67519782
C1orf141	1	67557848	67697536
IL23R	1	67632083	67725662
RNU6-586P	1	67661823	67661926
RNU4ATAC4P	1	67733284	67733409
DNAJB6P4	1	67743735	67744462
IL12RB2	1	67773047	67862583
SERBP1	1	67873493	67896098
RNU6-387P	1	67882897	67883001
LINC01702	1	67995313	67998012
RNU6-1031P	1	68006810	68006916
RN7SL392P	1	68122516	68122812
HNRNPCP9	1	68125838	68126696
GADD45A	1	68150744	68154021
GNG12	1	68167149	68299150
RNU7-80P	1	68238276	68238336
GNG12-AS1	1	68297986	68668670
DIRAS3	1	68511645	68517314
ARL5AP3	1	68515043	68515428
WLS	1	68564142	68698803
CTBP2P8	1	68627444	68628773
MIR1262	1	68649201	68649293
RPS7P4	1	68708157	68708738
COX6B1P7	1	68748071	68748305
ELOCP18	1	68841010	68841346
RPE65	1	68894505	68915642
DEPDC1	1	68939835	68962904
DEPDC1-AS1	1	68962359	69004310
TXNP2	1	68980058	68980352
LINC01707	1	69521581	69650686
LINC02791	1	69709055	69715106
LINC01758	1	69898938	69901092
LRRC7	1	70034081	70617628
SGO1P1	1	70072538	70073984
RN7SL538P	1	70345275	70345577
PIN1P1	1	70385005	70386000
LRRC7-AS1	1	70479665	70496905
LRRC40	1	70610488	70671303
RN7SL242P	1	70645829	70646123
SRSF11	1	70671365	70718735
ANKRD13C	1	70726271	70820417
HHLA3	1	70820488	70851022
HHLA3-AS1	1	70825245	70826120
CTH	1	70876901	70905534
CHORDC1P5	1	70996209	70997175
CASP3P1	1	71126340	71126948
LINC01788	1	71172136	71252151
PTGER3	1	71318036	71513491
ZRANB2-AS1	1	71514538	71532867
ZRANB2	1	71528974	71546980
MIR186	1	71533314	71533399
ZRANB2-AS2	1	71547007	71955652
NEGR1	1	71861623	72748417
NEGR1-IT1	1	72259915	72302695
GDI2P2	1	72740235	72740842
RPL31P12	1	72767155	72767512
RNU6-1246P	1	73183346	73183452
LINC02796	1	73230714	73245974
KRT8P21	1	73570475	73571965
RN7SKP19	1	73657287	73657538
LINC01360	1	73771853	73820934
LINC02238	1	74100899	74180897
RNA5SP50	1	74215200	74215306
RNU4ATAC8P	1	74349396	74349505
LRRIQ3	1	74491699	74663871
FPGT	1	74663896	74699770
FPGT-TNNI3K	1	74663919	75009666
TNNI3K	1	74663947	75010112
LRRC53	1	74935562	74978298
ERICH3	1	75033795	75139422
ERICH3-AS1	1	75055419	75087403
CRYZ	1	75171170	75199092
TYW3	1	75198836	75232362
LHX8	1	75594119	75627218
RNU6-622P	1	75648730	75648832
SLC44A5	1	75667816	76076801
RNU6-503P	1	76003700	76003804
ACADM	1	76190036	76253260
DLSTP1	1	76209103	76210461
RABGGTB	1	76251879	76260764
SNORD45C	1	76252757	76252835
SNORD45A	1	76253574	76253657
SNORD45B	1	76255162	76255233
MSH4	1	76262567	76378923
ASB17	1	76384558	76398116
ST6GALNAC3	1	76540404	77100286
TPI1P1	1	77165474	77166223
RNU6-161P	1	77218820	77218925
LINC02567	1	77223809	77244952
ST6GALNAC5	1	77333126	77531396
PIGK	1	77554675	77685115
AK5	1	77747736	78025651
RNU7-8P	1	77886010	77886071
ZZZ3	1	78028101	78149104
RNA5SP20	1	78080554	78080637
RN7SL370P	1	78111009	78111301
USP33	1	78161672	78225537
ACTG1P21	1	78239550	78240549
MIGA1	1	78245309	78344106
RNA5SP21	1	78245589	78245684
NSRP1P1	1	78312795	78314487
HSPE1P25	1	78319040	78319578
NEXN-AS1	1	78347033	78355224
NEXN	1	78354198	78409580
FUBP1	1	78409740	78444794
DNAJB4	1	78444859	78483648
GIPC2	1	78445226	78604133
RNU6-1102P	1	78554672	78554767
RNA5SP22	1	78560491	78560599
RNFT1P2	1	78636165	78636921
PTGFR	1	78769568	79005434
RNA5SP23	1	78840849	78840953
IFI44L	1	79085607	79111830
IFI44	1	79115481	79129763
ADGRL4	1	79355449	79472403
PSAT1P3	1	79520630	79521740
ADH5P2	1	79986765	79987888
HMGB1P18	1	80749037	80749655
HNRNPA1P64	1	80916768	80917689
LINC01781	1	81001440	81112473
MTND2P30	1	81546475	81546856
RPL7P10	1	81563952	81564690
RN7SKP247	1	81717474	81717781
ADGRL2	1	81771845	82458120
HNRNPA3P14	1	81892141	81893290
ARID3BP1	1	81967479	81969153
MED28P8	1	82022806	82023517
ST13P20	1	82187378	82188753
LINC01362	1	83368866	83632498
LINC01361	1	83439565	83451891
LINC01712	1	83911736	83920454
LINC01725	1	84041459	84326706
TTLL7	1	84330711	84464833
TTLL7-IT1	1	84444801	84449983
PRKACB-DT	1	84542014	84543614
PRKACB	1	84543745	84704181
TXN2P1	1	84551424	84551916
NEDD8P1	1	84710017	84710260
SAMD13	1	84764049	84855640
UOX	1	84831111	84863514
DNASE2B	1	84864215	84880701
RPF1	1	84944942	84963473
GNG5	1	84964008	84972248
SPATA1	1	84971974	85031877
CTBS	1	85015289	85040163
LINC01555	1	85093913	85100703
SSX2IP	1	85109390	85156486
LPAR3	1	85277285	85358896
MCOLN2	1	85391268	85462796
DNAI3	1	85464830	85598821
MCOLN3	1	85483765	85514182
MIR4423	1	85599477	85599556
SYDE2	1	85622556	85666729
C1orf52	1	85715639	85725355
BCL10	1	85731931	85742773
DDAH1	1	85784164	86043933
CCN1	1	86046444	86049645
ZNHIT6	1	86115106	86174116
COL24A1	1	86194916	86622626
RNA5SP51	1	86349363	86349481
ODF2L	1	86814344	86862023
CLCA2	1	86889769	86922241
CLCA1	1	86934051	86965972
CLCA4	1	87012761	87046437
CDCA4P2	1	87018308	87019025
CLCA4-AS1	1	87036864	87158886
CLCA3P	1	87099956	87121059
SH3GLB1	1	87170259	87213867
SELENOF	1	87328132	87380107
HS2ST1	1	87380331	87602334
LINC01140	1	87595448	87634881
LMO4	1	87794151	87814606
LINC01364	1	87819207	87837338
RNA5SP52	1	87918923	87919056
RN7SL583P	1	88943514	88943797
PKN2-AS1	1	89003196	89150887
RPL36AP10	1	89043563	89043884
PKN2	1	89149905	89301938
RNU6-125P	1	89282462	89282568
ELOCP19	1	89294785	89295102
GTF2B	1	89318615	89357627
KYAT3	1	89401456	89458636
RBMXL1	1	89445139	89458643
GBP3	1	89472349	89488577
GBP1	1	89518002	89531043
PTGES3P1	1	89569968	89570450
GBP2	1	89571815	89616139
GBP7	1	89597434	89641723
GBP4	1	89646831	89664615
GBP5	1	89724633	89738544
GBP6	1	89829617	89852020
CAPNS1P1	1	89859592	89860224
GBP1P1	1	89873238	89891802
LRRC8B	1	89990395	90063423
LRRC8C-DT	1	90048800	90098453
LRRC8C	1	90098631	90235462
LRRC8D-DT	1	90285733	90286427
LRRC8D	1	90286573	90402170
RN7SKP272	1	90453272	90453503
GEMIN8P4	1	90459152	90459880
ZNF326	1	90460671	90501090
RNU6-695P	1	90719014	90719117
LINC02787	1	90976467	90999029
SNORD3G	1	91123307	91123520
BARHL2	1	91177096	91182794
LINC02609	1	91248543	91317207
LINC01763	1	91317316	91319843
PHKA1P1	1	91358549	91359169
ZNF644	1	91380859	91487829
RPL5P6	1	91489476	91490361
HFM1	1	91726323	91870426
FEN1P1	1	91793926	91795070
CDC7	1	91966408	91991321
WDR82P2	1	92000223	92001150
HSP90B3P	1	92100568	92109639
TGFBR3	1	92145902	92371892
RN7SL653P	1	92295333	92295631
BRDT	1	92414928	92479983
EPHX4	1	92495539	92529093
LPCAT2BP	1	92531863	92533396
SETSIP	1	92540090	92540968
BTBD8	1	92545862	92613393
GAPDHP46	1	92580360	92581353
PRKAR1AP1	1	92590858	92592019
C1orf146	1	92683497	92711370
ACTBP12	1	92694138	92694992
GLMN	1	92711959	92764544
RPAP2	1	92764522	92867613
RN7SL824P	1	92867948	92868242
GFI1	1	92940319	92952433
EVI5	1	92974253	93257961
HMGB3P9	1	93112605	93113187
RNU4-59P	1	93166376	93166491
H3P3	1	93214732	93214887
CCNJP2	1	93221351	93222513
RPL5	1	93297582	93307481
SNORD21	1	93302846	93302940
SNORA66	1	93306276	93306408
DIPK1A	1	93307724	93427057
RNU6-970P	1	93435161	93435267
RN7SL692P	1	93440386	93440680
RNU6-210P	1	93475814	93475908
RN7SKP123	1	93491809	93492099
MTF2	1	93544792	93604638
TMED5	1	93615299	93646285
CCDC18	1	93645476	93744287
CCDC18-AS1	1	93727743	93811582
DR1	1	93811445	93835055
FNBP1L	1	93913688	94020218
RNA5SP53	1	93953890	93954009
BCAR3	1	94027347	94312706
BCAR3-AS1	1	94057756	94071130
MIR760	1	94312388	94312467
DNTTIP2	1	94333373	94345474
GCLM	1	94350761	94374966
CHCHD2P5	1	94386824	94387223
MTND4P11	1	94388130	94389501
MTND3P21	1	94389942	94390272
MTCO3P21	1	94390299	94390941
MTATP6P13	1	94390962	94391628
MTCO2P21	1	94392171	94393125
MTCO1P21	1	94393270	94393858
ABCA4	1	94458393	94586688
ARHGAP29	1	94614544	94740624
RN7SL440P	1	94616294	94616610
GAPDHP29	1	94767594	94768578
ARHGAP29-AS1	1	94798823	94800404
ABCD3	1	94883933	94984222
F3	1	94994781	95007356
SLC44A3-AS1	1	95104017	95285837
KATNBL1P2	1	95116100	95116934
MIR378G	1	95211416	95211456
SLC44A3	1	95285898	95360802
CNN3	1	95362507	95392834
CNN3-DT	1	95393122	95428826
ALG14	1	95439963	95538501
ALG14-AS1	1	95527152	95533101
TLCD4	1	95582894	95663163
TLCD4-RWDD3	1	95583479	95712781
RWDD3	1	95699711	95712781
LINC01760	1	95776484	95783819
LINC01650	1	95816807	95817810
LINC01761	1	95940293	95944912
LINC02607	1	95975672	96247898
LINC02790	1	96403457	96488436
RNU1-130P	1	96691457	96691616
LINC01787	1	96719625	96839681
UBE2WP1	1	96884150	96884489
EEF1A1P11	1	96912486	96913874
RN7SL831P	1	97048765	97049081
NDUFS5P2	1	97049973	97050290
RPL7P9	1	97144430	97145176
RN7SKP270	1	97161412	97161723
PTBP2	1	97187221	97289294
DPYD	1	97543299	98386605
DPYD-AS1	1	97561479	97788511
DPYD-IT1	1	97859710	97885697
SEC63P1	1	98011257	98012514
RPL26P9	1	98051418	98051850
DPYD-AS2	1	98262477	98263622
MIR137HG	1	98453556	98515419
NFU1P2	1	98542556	98543024
LINC01776	1	98676303	98738214
SNX7	1	99127236	99226056
PLPPR5	1	99355806	99470588
PLPPR4	1	99729509	99775146
LINC01708	1	99937971	99999571
PALMD	1	100111499	100160097
HMGB3P10	1	100163798	100164734
FRRS1	1	100174259	100232187
RNU4-75P	1	100250296	100250441
AGL	1	100315640	100389579
SLC35A3	1	100435345	100492535
RNU6-750P	1	100444495	100444601
RNU6-1318P	1	100466193	100466295
MFSD14A	1	100503653	100548933
SASS6	1	100549119	100598511
TRMT13	1	100598706	100616053
LRRC39	1	100614409	100643771
DBT	1	100652475	100715390
RPL23AP90	1	100662372	100662607
BRI3P1	1	100678849	100679226
RTCA-AS1	1	100729565	100731676
RTCA	1	100731763	100758325
MIR553	1	100746797	100746864
CDC14A	1	100810584	100985833
BCAS2P2	1	100858589	100859582
GPR88	1	101003693	101007574
LINC01349	1	101092605	101106169
VCAM1	1	101185298	101204601
EXTL2	1	101337943	101361554
SLC30A7	1	101361632	101447309
HNRNPA1P68	1	101406573	101407551
DPH5	1	101455179	101491644
S1PR1	1	101702444	101707074
PPIAP7	1	101736431	101736919
LINC01307	1	101788893	101855859
LINC01709	1	102189298	102195170
RNU6-965P	1	102194198	102194293
RPSAP19	1	102251892	102254059
OLFM3	1	102268130	102462586
RNU6-352P	1	102325407	102325513
DNAJA1P5	1	102358661	102359603
COL11A1	1	103342023	103574052
SOD2P1	1	103565699	103566260
RN7SKP285	1	104066184	104066501
RNPC3	1	104068313	104097861
AMY2B	1	104096437	104122156
ACTG1P4	1	104112175	104113296
AMY2A	1	104159999	104168402
AMY1A	1	104197912	104207173
AMY1B	1	104230037	104239302
AMYP1	1	104256345	104262493
AMY1C	1	104293028	104301312
FTLP17	1	104695928	104696452
CDK4P1	1	105976616	105977443
LINC01676	1	106130197	106161580
SEPTIN2P1	1	106240661	106240840
LINC01677	1	106470246	106565834
MTATP6P14	1	107345377	107346049
MTCO1P14	1	107347096	107348654
LINC01661	1	107360861	107380789
PRMT6	1	107599267	107601916
NTNG1	1	107682629	108026080
NDUFA4P1	1	108047825	108048070
VAV3	1	108113782	108507766
VAV3-AS1	1	108507065	108537229
LINC02785	1	108614104	108617141
SLC25A24	1	108676658	108743471
NBPF4	1	108765963	108786689
SLC25A24P1	1	108815565	108918572
NBPF6	1	108918421	109013624
NBPF5P	1	108918460	108953436
SLC25A24P2	1	108926358	108963917
ST13P21	1	109044980	109046077
